See original data: 
Section   Material 
and Evaluation Summary 
Interpreted ENDF file 

U-235(FY_cum)U-236,RNP   MAT=9228 MF=8 MT=459   Library: ENDF/B-VIII.0   

(n,FY_cum) Cumulative Fission-Product Yields
Fission-product yields are given for 3 incident neutron energies

Neutron energy =  2.5300E-02

   PRODUCT      ZAFP     FPS           Y          DY
 33-As- 78    33078.      0.  2.0965E-04  2.3061E-05
 33-As- 79    33079.      0.  4.4716E-04  3.5773E-05
 33-As- 80    33080.      0.  1.2833E-03  1.4117E-04
 33-As- 81    33081.      0.  1.9569E-03  7.8276E-05
 33-As- 82    33082.      0.  2.6028E-03  1.6658E-03
 33-As- 82-M  33082.      1.  2.7117E-04  1.7355E-04
 33-As- 83    33083.      0.  3.4021E-03  2.7217E-04
 33-As- 84-M  33084.      1.  9.8697E-04  6.3166E-04
 33-As- 84    33084.      0.  1.2754E-03  8.1629E-04
 33-As- 85    33085.      0.  2.1880E-03  1.4003E-03
 33-As- 86    33086.      0.  5.5297E-03  8.8474E-04
 33-As- 87    33087.      0.  5.2728E-04  2.3728E-04
 33-As- 88    33088.      0.  1.2435E-03  5.5958E-04
 33-As- 89    33089.      0.  1.5399E-06  4.9277E-07
 33-As- 90    33090.      0.  3.2782E-08  2.0981E-08
 33-As- 91    33091.      0.  2.3375E-09  1.4960E-09
 33-As- 92    33092.      0.  3.5476E-12  2.2705E-12
 33-As- 93    33093.      0.  2.8435E-13  1.8198E-13
 34-Se- 72    34072.      0.  0.0000E+00  0.0000E+00
 34-Se- 73    34073.      0.  0.0000E+00  0.0000E+00
 34-Se- 73-M  34073.      1.  0.0000E+00  0.0000E+00
 34-Se- 74    34074.      0.  5.4396E-14  2.4478E-14
 34-Se- 75    34075.      0.  0.0000E+00  0.0000E+00
 34-Se- 76    34076.      0.  1.6499E-09  1.0559E-09
 34-Se- 77    34077.      0.  7.9604E-05  6.3684E-06
 34-Se- 77-M  34077.      1.  2.3898E-07  3.8237E-08
 34-Se- 78    34078.      0.  2.0965E-04  1.6772E-05
 34-Se- 79    34079.      0.  4.4729E-04  3.5783E-05
 34-Se- 79-M  34079.      1.  4.4718E-04  3.5774E-05
 34-Se- 80    34080.      0.  1.2882E-03  5.1529E-05
 34-Se- 81    34081.      0.  2.0366E-03  8.1463E-05
 34-Se- 81-M  34081.      1.  6.9265E-05  7.6192E-06
 34-Se- 82    34082.      0.  3.2449E-03  9.0858E-05
 34-Se- 83    34083.      0.  2.6540E-03  1.0616E-04
 34-Se- 83-M  34083.      1.  2.5126E-03  2.0101E-04
 34-Se- 84    34084.      0.  9.6629E-03  2.7056E-04
 34-Se- 85    34085.      0.  5.5609E-03  3.5590E-03
 34-Se- 85-M  34085.      1.  4.9371E-03  3.1597E-03
 34-Se- 86    34086.      0.  1.3652E-02  5.4607E-04
 34-Se- 87    34087.      0.  7.6039E-03  3.0415E-04
 34-Se- 88    34088.      0.  3.9223E-03  6.2756E-04
 34-Se- 89    34089.      0.  4.8703E-04  5.3573E-05
 34-Se- 90    34090.      0.  1.2702E-04  8.1294E-05
 34-Se- 91    34091.      0.  6.6595E-06  4.2621E-06
 34-Se- 92    34092.      0.  4.1697E-07  2.6686E-07
 34-Se- 93    34093.      0.  2.4571E-08  1.5725E-08
 34-Se- 94    34094.      0.  1.7099E-10  1.0943E-10
 34-Se- 95    34095.      0.  6.6257E-13  4.2405E-13
 34-Se- 96    34096.      0.  1.2799E-13  8.1914E-14
 35-Br- 75    35075.      0.  0.0000E+00  0.0000E+00
 35-Br- 77    35077.      0.  0.0000E+00  0.0000E+00
 35-Br- 77-M  35077.      1.  0.0000E+00  0.0000E+00
 35-Br- 78    35078.      0.  4.9396E-14  3.1614E-14
 35-Br- 79    35079.      0.  4.4729E-04  2.6837E-05
 35-Br- 79-M  35079.      1.  1.0399E-11  6.6555E-12
 35-Br- 80    35080.      0.  1.4799E-09  9.4713E-10
 35-Br- 80-M  35080.      1.  1.1099E-09  7.1035E-10
 35-Br- 81    35081.      0.  2.0367E-03  5.7026E-05
 35-Br- 82    35082.      0.  5.4196E-07  3.4685E-07
 35-Br- 82-M  35082.      1.  1.6299E-07  1.0431E-07
 35-Br- 83    35083.      0.  5.3619E-03  1.0724E-04
 35-Br- 84    35084.      0.  9.8487E-03  1.3788E-04
 35-Br- 84-M  35084.      1.  1.6725E-04  1.3380E-05
 35-Br- 85    35085.      0.  1.2848E-02  8.9937E-05
 35-Br- 86    35086.      0.  1.5949E-02  6.3796E-04
 35-Br- 86-M  35086.      1.  2.3116E-03  1.4795E-03
 35-Br- 87    35087.      0.  2.0345E-02  4.0690E-04
 35-Br- 88    35088.      0.  1.7796E-02  4.9829E-04
 35-Br- 89    35089.      0.  1.0854E-02  3.0391E-04
 35-Br- 90    35090.      0.  5.6426E-03  2.2570E-04
 35-Br- 91    35091.      0.  2.2421E-03  2.4663E-04
 35-Br- 92    35092.      0.  2.6813E-04  1.7160E-04
 35-Br- 93    35093.      0.  3.0868E-05  9.8777E-06
 35-Br- 94    35094.      0.  1.6599E-06  5.3116E-07
 35-Br- 95    35095.      0.  2.5235E-08  1.6151E-08
 35-Br- 96    35096.      0.  1.9099E-08  1.2223E-08
 35-Br- 97    35097.      0.  3.4368E-12  2.1996E-12
 35-Br- 98    35098.      0.  1.3893E-10  8.8914E-11
 36-Kr- 77    36077.      0.  0.0000E+00  0.0000E+00
 36-Kr- 78    36078.      0.  0.0000E+00  0.0000E+00
 36-Kr- 79-M  36079.      1.  0.0000E+00  0.0000E+00
 36-Kr- 79    36079.      0.  0.0000E+00  0.0000E+00
 36-Kr- 80    36080.      0.  1.4799E-09  9.4713E-10
 36-Kr- 81    36081.      0.  1.0799E-11  6.9115E-12
 36-Kr- 81-M  36081.      1.  1.4099E-12  9.0234E-13
 36-Kr- 82    36082.      0.  5.4696E-07  6.0166E-08
 36-Kr- 83    36083.      0.  5.3620E-03  2.6810E-05
 36-Kr- 83-M  36083.      1.  5.3620E-03  5.3620E-05
 36-Kr- 84    36084.      0.  1.0019E-02  7.0135E-05
 36-Kr- 85    36085.      0.  2.8340E-03  9.9191E-06
 36-Kr- 85-M  36085.      1.  1.2907E-02  4.5175E-05
 36-Kr- 86    36086.      0.  1.9650E-02  9.8249E-05
 36-Kr- 87    36087.      0.  2.5576E-02  2.5576E-04
 36-Kr- 88    36088.      0.  3.5524E-02  7.1048E-04
 36-Kr- 89    36089.      0.  4.5107E-02  6.3149E-04
 36-Kr- 90    36090.      0.  4.8630E-02  6.8082E-04
 36-Kr- 91    36091.      0.  3.3511E-02  3.3511E-04
 36-Kr- 92    36092.      0.  1.6742E-02  4.6879E-04
 36-Kr- 93    36093.      0.  4.8862E-03  1.9545E-04
 36-Kr- 94    36094.      0.  8.6982E-04  9.5680E-05
 36-Kr- 95    36095.      0.  7.1895E-05  2.3006E-05
 36-Kr- 96    36096.      0.  3.7813E-04  2.4201E-04
 36-Kr- 97    36097.      0.  2.9698E-07  1.9007E-07
 36-Kr- 98    36098.      0.  1.6329E-05  1.0450E-05
 36-Kr- 99    36099.      0.  1.2276E-11  7.8566E-12
 36-Kr-100    36100.      0.  1.1499E-08  7.3595E-09
 36-Kr-101    36101.      0.  4.1358E-13  2.6469E-13
 37-Rb- 79    37079.      0.  0.0000E+00  0.0000E+00
 37-Rb- 81    37081.      0.  0.0000E+00  0.0000E+00
 37-Rb- 83    37083.      0.  2.2998E-12  1.4719E-12
 37-Rb- 84    37084.      0.  2.1599E-11  1.3823E-11
 37-Rb- 85    37085.      0.  1.3186E-02  4.6152E-05
 37-Rb- 86-M  37086.      1.  3.2248E-08  2.0639E-08
 37-Rb- 86    37086.      0.  6.4495E-08  4.1277E-08
 37-Rb- 87    37087.      0.  2.5601E-02  1.2801E-04
 37-Rb- 88    37088.      0.  3.5747E-02  5.0045E-04
 37-Rb- 89    37089.      0.  4.7152E-02  6.6013E-04
 37-Rb- 90    37090.      0.  4.4990E-02  6.2985E-04
 37-Rb- 90-M  37090.      1.  1.2416E-02  5.5870E-03
 37-Rb- 91    37091.      0.  5.5765E-02  5.5765E-04
 37-Rb- 92    37092.      0.  4.8152E-02  6.7413E-04
 37-Rb- 93    37093.      0.  3.5508E-02  3.5509E-04
 37-Rb- 94    37094.      0.  1.6487E-02  4.6162E-04
 37-Rb- 95    37095.      0.  7.7034E-03  3.0814E-04
 37-Rb- 96    37096.      0.  2.0624E-03  3.2998E-04
 37-Rb- 97    37097.      0.  3.7967E-04  3.0374E-05
 37-Rb- 98    37098.      0.  3.9907E-05  6.3851E-06
 37-Rb- 99    37099.      0.  4.6755E-07  2.9924E-07
 37-Rb-100    37100.      0.  3.4762E-04  2.2248E-04
 37-Rb-101    37101.      0.  1.5752E-08  1.0081E-08
 37-Rb-102    37102.      0.  1.4718E-11  9.4196E-12
 37-Rb-103    37103.      0.  2.3811E-13  1.5239E-13
 38-Sr- 83    38083.      0.  0.0000E+00  0.0000E+00
 38-Sr- 84    38084.      0.  6.5195E-13  4.1725E-13
 38-Sr- 85-M  38085.      1.  3.9247E-13  2.5118E-13
 38-Sr- 85    38085.      0.  7.3510E-13  4.7046E-13
 38-Sr- 86    38086.      0.  6.4695E-08  4.1405E-08
 38-Sr- 87    38087.      0.  2.5601E-02  1.2801E-04
 38-Sr- 87-M  38087.      1.  2.5098E-09  1.6063E-09
 38-Sr- 88    38088.      0.  3.5747E-02  2.5023E-04
 38-Sr- 89    38089.      0.  4.7327E-02  4.7327E-04
 38-Sr- 90    38090.      0.  5.7819E-02  5.7819E-04
 38-Sr- 91    38091.      0.  5.8275E-02  5.8275E-04
 38-Sr- 92    38092.      0.  5.9379E-02  8.3130E-04
 38-Sr- 93    38093.      0.  6.2375E-02  6.2375E-04
 38-Sr- 94    38094.      0.  6.0629E-02  8.4880E-04
 38-Sr- 95    38095.      0.  5.2701E-02  7.3781E-04
 38-Sr- 96    38096.      0.  3.7556E-02  7.5111E-04
 38-Sr- 97    38097.      0.  1.7491E-02  4.8974E-04
 38-Sr- 98    38098.      0.  8.1155E-03  4.8693E-04
 38-Sr- 99    38099.      0.  1.3320E-03  1.4652E-04
 38-Sr-100    38100.      0.  4.2914E-04  9.8702E-05
 38-Sr-101    38101.      0.  4.4877E-05  2.0195E-05
 38-Sr-102    38102.      0.  1.7299E-06  7.7844E-07
 38-Sr-103    38103.      0.  2.0575E-08  1.3168E-08
 38-Sr-104    38104.      0.  1.3099E-09  8.3834E-10
 38-Sr-105    38105.      0.  0.0000E+00  0.0000E+00
 38-Sr-106    38106.      0.  0.0000E+00  0.0000E+00
 38-Sr-107    38107.      0.  0.0000E+00  0.0000E+00
 38-Sr-108    38108.      0.  0.0000E+00  0.0000E+00
 39-Y - 85    39085.      0.  0.0000E+00  0.0000E+00
 39-Y - 87    39087.      0.  9.9993E-14  6.3996E-14
 39-Y - 88    39088.      0.  1.6999E-11  1.0879E-11
 39-Y - 89    39089.      0.  4.7327E-02  4.7327E-04
 39-Y - 89-M  39089.      1.  4.7297E-06  4.7297E-08
 39-Y - 90-M  39090.      1.  4.4847E-08  2.8702E-08
 39-Y - 90    39090.      0.  5.7819E-02  3.7004E-02
 39-Y - 91-M  39091.      1.  3.3801E-02  2.1633E-02
 39-Y - 91    39091.      0.  5.8278E-02  3.7298E-02
 39-Y - 92    39092.      0.  6.0093E-02  6.0094E-04
 39-Y - 93-M  39093.      1.  2.2125E-02  1.4160E-02
 39-Y - 93    39093.      0.  6.3462E-02  4.0615E-02
 39-Y - 94    39094.      0.  6.4527E-02  6.4527E-04
 39-Y - 95    39095.      0.  6.3755E-02  3.8253E-03
 39-Y - 96    39096.      0.  5.9995E-02  9.5993E-03
 39-Y - 96-M  39096.      1.  2.0196E-02  9.0881E-03
 39-Y - 97-M  39097.      1.  0.0000E+00  0.0000E+00
 39-Y - 97    39097.      0.  4.8895E-02  1.1246E-02
 39-Y - 98    39098.      0.  1.9179E-02  4.4111E-03
 39-Y - 98-M  39098.      1.  1.1065E-02  3.5408E-03
 39-Y - 99    39099.      0.  2.0824E-02  1.2494E-03
 39-Y -100    39100.      0.  6.1030E-03  3.9060E-03
 39-Y -101    39101.      0.  2.8249E-03  2.2599E-04
 39-Y -102    39102.      0.  2.6815E-03  1.7162E-03
 39-Y -103    39103.      0.  2.5848E-05  1.6543E-05
 39-Y -104    39104.      0.  5.6796E-06  3.6349E-06
 39-Y -105    39105.      0.  4.6700E-12  2.9888E-12
 39-Y -106    39106.      0.  4.9791E-17  3.1866E-17
 39-Y -107    39107.      0.  6.2799E-18  4.0191E-18
 39-Y -108    39108.      0.  9.1877E-21  5.8801E-21
 39-Y -109    39109.      0.  4.4582E-14  2.8532E-14
 39-Y -110    39110.      0.  7.9035E-16  5.0582E-16
 40-Zr- 87    40087.      0.  0.0000E+00  0.0000E+00
 40-Zr- 88    40088.      0.  0.0000E+00  0.0000E+00
 40-Zr- 89    40089.      0.  2.0699E-14  1.3247E-14
 40-Zr- 90-M  40090.      1.  2.0948E-12  1.3407E-12
 40-Zr- 90    40090.      0.  5.7819E-02  3.7004E-02
 40-Zr- 91    40091.      0.  5.8278E-02  4.0795E-04
 40-Zr- 92    40092.      0.  6.0213E-02  4.2149E-04
 40-Zr- 93    40093.      0.  6.3463E-02  4.4424E-04
 40-Zr- 94    40094.      0.  6.4722E-02  4.5305E-04
 40-Zr- 95    40095.      0.  6.5027E-02  9.1038E-04
 40-Zr- 96    40096.      0.  6.3392E-02  6.3392E-04
 40-Zr- 97    40097.      0.  5.9836E-02  1.1967E-03
 40-Zr- 98    40098.      0.  5.6356E-02  1.2962E-02
 40-Zr- 99    40099.      0.  5.6294E-02  6.1923E-03
 40-Zr-100    40100.      0.  5.5816E-02  1.7861E-02
 40-Zr-101    40101.      0.  3.0703E-02  8.5969E-04
 40-Zr-102    40102.      0.  2.0495E-02  2.2544E-03
 40-Zr-103    40103.      0.  5.0145E-03  3.2093E-03
 40-Zr-104    40104.      0.  8.3355E-04  9.1691E-05
 40-Zr-105    40105.      0.  1.1584E-03  7.4136E-04
 40-Zr-106    40106.      0.  1.6799E-08  1.0751E-08
 40-Zr-107    40107.      0.  1.5577E-09  9.9693E-10
 40-Zr-108    40108.      0.  3.0998E-12  1.9839E-12
 40-Zr-109    40109.      0.  3.8524E-09  2.4655E-09
 40-Zr-110    40110.      0.  9.2893E-11  5.9452E-11
 40-Zr-111    40111.      0.  2.1011E-14  1.3447E-14
 40-Zr-112    40112.      0.  8.8935E-16  5.6919E-16
 41-Nb- 89    41089.      0.  0.0000E+00  0.0000E+00
 41-Nb- 90    41090.      0.  0.0000E+00  0.0000E+00
 41-Nb- 91    41091.      0.  0.0000E+00  0.0000E+00
 41-Nb- 92    41092.      0.  2.2698E-13  1.4527E-13
 41-Nb- 93    41093.      0.  6.3463E-02  4.4424E-04
 41-Nb- 93-M  41093.      1.  6.0290E-02  4.2203E-04
 41-Nb- 94    41094.      0.  2.4698E-09  1.5807E-09
 41-Nb- 94-M  41094.      1.  1.0099E-09  6.4635E-10
 41-Nb- 95    41095.      0.  6.5029E-02  9.1040E-04
 41-Nb- 95-M  41095.      1.  6.5052E-04  9.1073E-06
 41-Nb- 96    41096.      0.  5.4396E-06  3.4813E-06
 41-Nb- 97    41097.      0.  5.9968E-02  5.9968E-04
 41-Nb- 97-M  41097.      1.  5.6270E-02  1.1254E-03
 41-Nb- 98    41098.      0.  5.7512E-02  1.3228E-02
 41-Nb- 98-M  41098.      1.  3.8549E-04  2.4672E-04
 41-Nb- 99    41099.      0.  3.9705E-02  2.3823E-03
 41-Nb- 99-M  41099.      1.  2.0954E-02  8.3816E-04
 41-Nb-100    41100.      0.  3.1097E-02  9.9510E-03
 41-Nb-100-M  41100.      1.  3.1097E-02  9.9510E-03
 41-Nb-101    41101.      0.  4.9865E-02  9.9731E-04
 41-Nb-102-M  41102.      1.  7.8944E-03  5.0524E-03
 41-Nb-102    41102.      0.  2.8389E-02  1.8169E-02
 41-Nb-103    41103.      0.  1.9119E-02  3.0590E-03
 41-Nb-104-M  41104.      1.  2.8522E-03  1.8254E-03
 41-Nb-104    41104.      0.  3.6968E-03  2.3660E-03
 41-Nb-105    41105.      0.  2.5319E-03  8.1021E-04
 41-Nb-106    41106.      0.  1.5739E-04  1.0073E-04
 41-Nb-107    41107.      0.  2.3138E-05  1.4809E-05
 41-Nb-108    41108.      0.  8.9994E-07  5.7596E-07
 41-Nb-109    41109.      0.  4.8397E-06  3.0974E-06
 41-Nb-110    41110.      0.  1.5299E-07  9.7913E-08
 41-Nb-111    41111.      0.  8.0023E-10  5.1215E-10
 41-Nb-112    41112.      0.  2.4903E-11  1.5938E-11
 41-Nb-113    41113.      0.  1.2896E-14  8.2532E-15
 41-Nb-114    41114.      0.  3.7433E-16  2.3957E-16
 42-Mo- 90    42090.      0.  0.0000E+00  0.0000E+00
