See original data: 
Section   Material 
and Evaluation Summary 
Interpreted ENDF file 

U-238(FY_cum)U-239,RNP   MAT=9237 MF=8 MT=459   Library: ENDF/B-VIII.0   

(n,FY_cum) Cumulative Fission-Product Yields
Fission-product yields are given for 2 incident neutron energies

Neutron energy =  5.0000E+05

   PRODUCT      ZAFP     FPS           Y          DY
 52-Te-121-M  52121.      1.  0.0000E+00  0.0000E+00
 52-Te-121    52121.      0.  0.0000E+00  0.0000E+00
 52-Te-122    52122.      0.  2.3300E-10  1.4912E-10
 52-Te-123    52123.      0.  7.0100E-13  4.4864E-13
 52-Te-123-M  52123.      1.  5.5400E-13  3.5456E-13
 52-Te-124    52124.      0.  1.3400E-07  8.5761E-08
 52-Te-125    52125.      0.  4.8524E-04  2.9115E-05
 52-Te-125-M  52125.      1.  1.0918E-04  8.7345E-06
 52-Te-126    52126.      0.  5.4089E-04  3.2454E-05
 52-Te-127    52127.      0.  1.3572E-03  8.1434E-05
 52-Te-127-M  52127.      1.  2.1799E-04  1.3079E-05
 52-Te-128    52128.      0.  2.8609E-03  1.7165E-04
 52-Te-129    52129.      0.  9.5023E-03  1.0453E-03
 52-Te-129-M  52129.      1.  1.6788E-03  1.8467E-04
 52-Te-130    52130.      0.  1.9137E-02  1.1482E-03
 52-Te-131    52131.      0.  3.0741E-02  8.6075E-04
 52-Te-131-M  52131.      1.  2.6426E-03  4.2282E-04
 52-Te-132    52132.      0.  5.1276E-02  7.1787E-04
 52-Te-133    52133.      0.  3.4728E-02  7.9875E-03
 52-Te-133-M  52133.      1.  3.5606E-02  8.1893E-03
 52-Te-134    52134.      0.  6.8497E-02  1.9179E-03
 52-Te-135    52135.      0.  5.5439E-02  1.2751E-02
 52-Te-136    52136.      0.  3.7029E-02  8.5167E-03
 52-Te-137    52137.      0.  1.5992E-02  3.6782E-03
 52-Te-138    52138.      0.  5.5417E-03  2.4937E-03
 52-Te-139    52139.      0.  1.2121E-03  7.7577E-04
 52-Te-140    52140.      0.  1.8603E-04  1.1906E-04
 52-Te-141    52141.      0.  5.5427E-05  3.5473E-05
 52-Te-142    52142.      0.  9.2701E-07  5.9328E-07
 52-Te-143    52143.      0.  8.5488E-08  5.4713E-08
 52-Te-144    52144.      0.  5.7288E-11  3.6665E-11
 52-Te-145    52145.      0.  6.0781E-12  3.8900E-12
 52-Te-146    52146.      0.  4.3672E-13  2.7950E-13
 53-I -121    53121.      0.  0.0000E+00  0.0000E+00
 53-I -123    53123.      0.  0.0000E+00  0.0000E+00
 53-I -125    53125.      0.  9.9801E-14  6.3872E-14
 53-I -126    53126.      0.  0.0000E+00  0.0000E+00
 53-I -127    53127.      0.  1.3625E-03  5.4499E-05
 53-I -128    53128.      0.  0.0000E+00  0.0000E+00
 53-I -129    53129.      0.  1.0113E-02  8.0908E-04
 53-I -130    53130.      0.  4.0600E-14  2.5984E-14
 53-I -130-M  53130.      1.  1.1400E-14  7.2960E-15
 53-I -131    53131.      0.  3.2908E-02  4.6071E-04
 53-I -132-M  53132.      1.  9.9396E-05  6.3613E-05
 53-I -132    53132.      0.  5.1462E-02  3.2936E-02
 53-I -133-M  53133.      1.  9.4447E-04  6.0446E-04
 53-I -133    53133.      0.  6.7594E-02  4.3260E-02
 53-I -134    53134.      0.  7.6005E-02  4.5603E-03
 53-I -134-M  53134.      1.  3.1801E-03  2.0352E-03
 53-I -135    53135.      0.  6.9407E-02  9.7170E-04
 53-I -136    53136.      0.  4.9895E-02  5.4885E-03
 53-I -136-M  53136.      1.  1.3879E-02  3.1920E-03
 53-I -137    53137.      0.  5.1250E-02  4.1000E-03
 53-I -138    53138.      0.  3.6455E-02  8.3847E-03
 53-I -139    53139.      0.  2.1672E-02  4.9845E-03
 53-I -140    53140.      0.  8.8797E-03  3.9959E-03
 53-I -141    53141.      0.  2.5704E-03  1.6451E-03
 53-I -142    53142.      0.  4.1978E-04  2.6866E-04
 53-I -143    53143.      0.  7.4795E-05  4.7869E-05
 53-I -144    53144.      0.  1.0175E-06  6.5119E-07
 53-I -145    53145.      0.  1.1700E-07  7.4883E-08
 53-I -146    53146.      0.  7.7564E-09  4.9641E-09
 53-I -147    53147.      0.  6.7229E-12  4.3026E-12
 53-I -148    53148.      0.  6.8599E-13  4.3904E-13
 54-Xe-124    54124.      0.  0.0000E+00  0.0000E+00
 54-Xe-125-M  54125.      1.  0.0000E+00  0.0000E+00
 54-Xe-125    54125.      0.  0.0000E+00  0.0000E+00
 54-Xe-126    54126.      0.  0.0000E+00  0.0000E+00
 54-Xe-127-M  54127.      1.  0.0000E+00  0.0000E+00
 54-Xe-127    54127.      0.  0.0000E+00  0.0000E+00
 54-Xe-128    54128.      0.  0.0000E+00  0.0000E+00
 54-Xe-129-M  54129.      1.  0.0000E+00  0.0000E+00
 54-Xe-129    54129.      0.  1.0113E-02  6.4726E-03
 54-Xe-130    54130.      0.  4.2400E-14  2.7136E-14
 54-Xe-131    54131.      0.  3.2908E-02  3.2908E-04
 54-Xe-131-M  54131.      1.  4.6071E-04  6.4500E-06
 54-Xe-132    54132.      0.  5.1475E-02  7.2065E-04
 54-Xe-133    54133.      0.  6.7610E-02  4.3271E-02
 54-Xe-133-M  54133.      1.  1.9589E-03  1.2537E-03
 54-Xe-134    54134.      0.  7.6095E-02  2.1306E-03
 54-Xe-134-M  54134.      1.  8.2630E-05  5.2884E-05
 54-Xe-135    54135.      0.  6.9676E-02  6.9676E-04
 54-Xe-135-M  54135.      1.  1.0360E-02  2.9008E-04
 54-Xe-136    54136.      0.  6.9789E-02  1.3958E-03
 54-Xe-137    54137.      0.  6.0413E-02  1.2083E-03
 54-Xe-138    54138.      0.  5.7020E-02  1.5965E-03
 54-Xe-139    54139.      0.  5.3201E-02  3.1921E-03
 54-Xe-140    54140.      0.  4.8978E-02  2.9387E-03
 54-Xe-141    54141.      0.  3.1908E-02  1.9145E-03
 54-Xe-142    54142.      0.  1.5635E-02  3.5962E-03
 54-Xe-143-M  54143.      1.  2.1572E-03  1.3806E-03
 54-Xe-143    54143.      0.  2.2321E-03  1.4285E-03
 54-Xe-144    54144.      0.  1.2265E-03  1.3492E-04
 54-Xe-145    54145.      0.  1.3014E-04  8.3290E-05
 54-Xe-146    54146.      0.  9.3501E-06  5.9840E-06
 54-Xe-147    54147.      0.  1.6457E-07  1.0532E-07
 54-Xe-148    54148.      0.  1.8200E-08  1.1648E-08
 54-Xe-149    54149.      0.  2.2083E-11  1.4133E-11
 54-Xe-150    54150.      0.  2.8900E-12  1.8496E-12
 54-Xe-151    54151.      0.  4.5130E-13  2.8883E-13
 55-Cs-127    55127.      0.  0.0000E+00  0.0000E+00
 55-Cs-129    55129.      0.  0.0000E+00  0.0000E+00
 55-Cs-131    55131.      0.  0.0000E+00  0.0000E+00
 55-Cs-132    55132.      0.  2.8500E-13  1.8240E-13
 55-Cs-133    55133.      0.  6.7610E-02  3.3805E-04
 55-Cs-134-M  55134.      1.  3.2300E-09  2.0672E-09
 55-Cs-134    55134.      0.  6.4600E-09  4.1344E-09
 55-Cs-135-M  55135.      1.  1.8550E-07  1.1872E-07
 55-Cs-135    55135.      0.  6.9676E-02  4.4593E-02
 55-Cs-136-M  55136.      1.  4.8000E-06  3.0720E-06
 55-Cs-136    55136.      0.  9.6001E-06  6.1440E-06
 55-Cs-137    55137.      0.  6.0525E-02  6.0525E-04
 55-Cs-138    55138.      0.  5.7547E-02  1.6113E-03
 55-Cs-138-M  55138.      1.  3.0166E-04  1.9306E-04
 55-Cs-139    55139.      0.  5.6674E-02  4.5339E-03
 55-Cs-140    55140.      0.  5.7862E-02  1.1572E-03
 55-Cs-141    55141.      0.  5.1091E-02  5.6200E-03
 55-Cs-142    55142.      0.  3.8504E-02  6.1607E-03
 55-Cs-143    55143.      0.  2.8216E-02  6.4896E-03
 55-Cs-144    55144.      0.  1.8596E-02  4.2770E-03
 55-Cs-145    55145.      0.  5.6863E-03  3.6392E-03
 55-Cs-146    55146.      0.  1.1804E-03  7.5545E-04
 55-Cs-147    55147.      0.  1.4398E-04  9.2148E-05
 55-Cs-148    55148.      0.  2.4570E-05  1.5725E-05
 55-Cs-149    55149.      0.  4.2510E-07  2.7206E-07
 55-Cs-150    55150.      0.  4.8100E-08  3.0784E-08
 55-Cs-151    55151.      0.  8.6876E-09  5.5601E-09
 55-Cs-152    55152.      0.  5.6538E-12  3.6184E-12
 55-Cs-153    55153.      0.  3.0350E-13  1.9424E-13
 56-Ba-129    56129.      0.  0.0000E+00  0.0000E+00
 56-Ba-131    56131.      0.  0.0000E+00  0.0000E+00
 56-Ba-132    56132.      0.  0.0000E+00  0.0000E+00
 56-Ba-133    56133.      0.  0.0000E+00  0.0000E+00
 56-Ba-134    56134.      0.  6.4600E-09  4.1344E-09
 56-Ba-135-M  56135.      1.  1.1300E-11  7.2321E-12
 56-Ba-135    56135.      0.  6.9676E-02  4.4593E-02
 56-Ba-136-M  56136.      1.  1.0767E-06  6.8908E-07
 56-Ba-136    56136.      0.  9.6001E-06  6.1440E-06
 56-Ba-137    56137.      0.  6.0525E-02  4.2368E-04
 56-Ba-137-M  56137.      1.  5.7257E-02  5.7257E-04
 56-Ba-138    56138.      0.  5.7625E-02  8.0675E-04
 56-Ba-139    56139.      0.  5.6702E-02  1.1340E-03
 56-Ba-140    56140.      0.  5.8152E-02  4.0707E-04
 56-Ba-141    56141.      0.  5.3361E-02  3.2017E-03
 56-Ba-142    56142.      0.  4.5805E-02  1.8322E-03
 56-Ba-143    56143.      0.  4.5772E-02  2.7463E-03
 56-Ba-144    56144.      0.  4.3352E-02  4.7687E-03
 56-Ba-145    56145.      0.  3.0874E-02  7.1010E-03
 56-Ba-146    56146.      0.  2.0870E-02  4.8000E-03
 56-Ba-147    56147.      0.  8.4494E-03  3.8022E-03
 56-Ba-148    56148.      0.  2.5151E-03  1.6097E-03
 56-Ba-149    56149.      0.  4.7282E-04  3.0261E-04
 56-Ba-150    56150.      0.  5.4370E-05  3.4797E-05
 56-Ba-151    56151.      0.  9.6630E-06  6.1843E-06
 56-Ba-152    56152.      0.  1.5000E-07  9.6001E-08
 56-Ba-153    56153.      0.  7.4293E-09  4.7548E-09
 56-Ba-154    56154.      0.  7.1101E-11  4.5504E-11
 56-Ba-155    56155.      0.  3.9559E-13  2.5318E-13
 56-Ba-156    56156.      0.  2.5456E-14  1.6292E-14
 57-La-133    57133.      0.  0.0000E+00  0.0000E+00
 57-La-135    57135.      0.  0.0000E+00  0.0000E+00
 57-La-137    57137.      0.  2.4500E-12  1.5680E-12
 57-La-138    57138.      0.  1.7600E-10  1.1264E-10
 57-La-139    57139.      0.  5.6702E-02  5.6702E-04
 57-La-140    57140.      0.  5.8153E-02  4.0707E-04
 57-La-141    57141.      0.  5.3365E-02  2.1346E-03
 57-La-142    57142.      0.  4.5858E-02  9.1716E-04
 57-La-143    57143.      0.  4.6220E-02  1.2942E-03
 57-La-144    57144.      0.  4.5465E-02  1.2730E-03
 57-La-145    57145.      0.  3.7963E-02  2.2778E-03
 57-La-146-M  57146.      1.  6.3571E-03  4.0685E-03
 57-La-146    57146.      0.  2.7227E-02  1.7425E-02
 57-La-147    57147.      0.  2.3259E-02  3.7214E-03
 57-La-148    57148.      0.  1.3417E-02  6.0374E-03
 57-La-149    57149.      0.  7.1167E-03  3.2025E-03
 57-La-150    57150.      0.  2.1882E-03  1.4004E-03
 57-La-151    57151.      0.  4.4811E-04  2.8679E-04
 57-La-152    57152.      0.  5.8280E-05  3.7299E-05
 57-La-153    57153.      0.  6.5000E-06  4.1600E-06
 57-La-154    57154.      0.  2.8300E-07  1.8112E-07
 57-La-155    57155.      0.  7.6151E-09  4.8736E-09
 57-La-156    57156.      0.  4.5211E-10  2.8935E-10
 57-La-157    57157.      0.  8.9467E-13  5.7259E-13
 57-La-158    57158.      0.  1.8771E-14  1.2013E-14
 57-La-159    57159.      0.  1.0179E-15  6.5146E-16
 58-Ce-135    58135.      0.  0.0000E+00  0.0000E+00
 58-Ce-137    58137.      0.  0.0000E+00  0.0000E+00
 58-Ce-138    58138.      0.  5.2900E-11  3.3856E-11
 58-Ce-139    58139.      0.  1.3800E-13  8.8321E-14
 58-Ce-139-M  58139.      1.  1.0200E-13  6.5280E-14
 58-Ce-140    58140.      0.  5.8153E-02  4.0707E-04
 58-Ce-141    58141.      0.  5.3365E-02  1.4942E-03
 58-Ce-142    58142.      0.  4.5858E-02  4.5858E-04
 58-Ce-143    58143.      0.  4.6221E-02  6.4709E-04
 58-Ce-144    58144.      0.  4.5480E-02  6.3672E-04
 58-Ce-145    58145.      0.  3.8090E-02  1.0665E-03
 58-Ce-146    58146.      0.  3.4454E-02  9.6472E-04
 58-Ce-147    58147.      0.  2.5903E-02  1.5542E-03
 58-Ce-148    58148.      0.  2.0950E-02  5.8659E-04
 58-Ce-149    58149.      0.  1.5478E-02  2.4764E-03
 58-Ce-150    58150.      0.  1.0784E-02  2.4803E-03
 58-Ce-151    58151.      0.  5.0076E-03  3.2048E-03
 58-Ce-152    58152.      0.  1.9029E-03  1.2178E-03
 58-Ce-153    58153.      0.  5.6418E-04  3.6108E-04
 58-Ce-154    58154.      0.  8.0301E-05  5.1392E-05
 58-Ce-155    58155.      0.  8.4700E-06  5.4208E-06
 58-Ce-156    58156.      0.  5.4500E-07  3.4880E-07
 58-Ce-157    58157.      0.  2.1900E-08  1.4016E-08
 58-Ce-158    58158.      0.  4.9800E-10  3.1872E-10
 58-Ce-159    58159.      0.  2.4917E-11  1.5947E-11
 58-Ce-160    58160.      0.  6.0600E-14  3.8784E-14
 58-Ce-161    58161.      0.  8.1266E-16  5.2010E-16
 59-Pr-139    59139.      0.  0.0000E+00  0.0000E+00
 59-Pr-140    59140.      0.  0.0000E+00  0.0000E+00
 59-Pr-141    59141.      0.  5.3365E-02  1.0673E-03
 59-Pr-142-M  59142.      1.  3.7300E-13  2.3872E-13
 59-Pr-142    59142.      0.  7.4600E-13  4.7744E-13
 59-Pr-143    59143.      0.  4.6221E-02  4.6221E-04
 59-Pr-144    59144.      0.  4.5480E-02  4.5480E-04
 59-Pr-144-M  59144.      1.  2.2740E-04  3.1836E-06
 59-Pr-145    59145.      0.  3.8090E-02  5.3326E-04
 59-Pr-146    59146.      0.  3.4456E-02  4.8239E-04
 59-Pr-147    59147.      0.  2.5927E-02  7.2597E-04
 59-Pr-148-M  59148.      1.  8.7511E-05  5.6007E-05
 59-Pr-148    59148.      0.  2.1037E-02  1.3464E-02
 59-Pr-149    59149.      0.  1.6248E-02  1.2998E-03
 59-Pr-150    59150.      0.  1.2692E-02  2.5384E-04
 59-Pr-151    59151.      0.  7.8151E-03  6.2521E-04
 59-Pr-152    59152.      0.  4.7607E-03  1.0950E-03
 59-Pr-153    59153.      0.  3.0056E-03  1.3525E-03
 59-Pr-154    59154.      0.  9.6206E-04  6.1572E-04
 59-Pr-155    59155.      0.  3.0496E-04  1.9518E-04
 59-Pr-156    59156.      0.  5.3020E-05  3.3933E-05
 59-Pr-157    59157.      0.  7.0700E-06  4.5248E-06
 59-Pr-158    59158.      0.  4.6600E-07  2.9824E-07
 59-Pr-159    59159.      0.  2.1800E-08  1.3952E-08
 59-Pr-160    59160.      0.  5.7600E-10  3.6864E-10
 59-Pr-161    59161.      0.  1.5644E-11  1.0012E-11
 59-Pr-162    59162.      0.  1.6697E-14  1.0686E-14
 59-Pr-163    59163.      0.  6.3730E-16  4.0787E-16
 59-Pr-164    59164.      0.  1.4625E-17  9.3597E-18
 60-Nd-140    60140.      0.  0.0000E+00  0.0000E+00
 60-Nd-141    60141.      0.  0.0000E+00  0.0000E+00
 60-Nd-142    60142.      0.  7.4600E-13  4.7744E-13
 60-Nd-143    60143.      0.  4.6221E-02  3.2355E-04
 60-Nd-144    60144.      0.  4.5480E-02  3.1836E-04
 60-Nd-145    60145.      0.  3.8090E-02  2.6663E-04
 60-Nd-146    60146.      0.  3.4456E-02  2.4120E-04
 60-Nd-147    60147.      0.  2.5927E-02  3.6298E-04
 60-Nd-148    60148.      0.  2.1125E-02  1.4788E-04
 60-Nd-149    60149.      0.  1.6253E-02  6.5012E-04
 60-Nd-150    60150.      0.  1.2735E-02  1.2735E-04
 60-Nd-151    60151.      0.  7.9935E-03  3.1974E-04
 60-Nd-152    60152.      0.  5.2980E-03  2.1192E-04
 60-Nd-153    60153.      0.  4.1193E-03  3.2954E-04
 60-Nd-154    60154.      0.  2.0873E-03  1.6698E-04
 60-Nd-155    60155.      0.  1.2267E-03  7.8511E-04
 60-Nd-156    60156.      0.  5.2176E-04  3.3393E-04
 60-Nd-157    60157.      0.  1.6796E-04  1.0749E-04
 60-Nd-158    60158.      0.  3.3920E-05  2.1709E-05
 60-Nd-159    60159.      0.  4.3900E-06  2.8096E-06
 60-Nd-160    60160.      0.  3.7700E-07  2.4128E-07
 60-Nd-161    60161.      0.  1.7400E-08  1.1136E-08
 60-Nd-162    60162.      0.  4.4300E-10  2.8352E-10
 60-Nd-163    60163.      0.  1.5600E-11  9.9841E-12
 60-Nd-164    60164.      0.  3.8800E-13  2.4832E-13
 60-Nd-165    60165.      0.  1.8390E-15  1.1769E-15
 60-Nd-166    60166.      0.  8.1739E-17  5.2313E-17
 60-Nd-167    60167.      0.  6.1650E-18  3.9456E-18
 61-Pm-141    61141.      0.  0.0000E+00  0.0000E+00
 61-Pm-143    61143.      0.  0.0000E+00  0.0000E+00
 61-Pm-144    61144.      0.  0.0000E+00  0.0000E+00
 61-Pm-145    61145.      0.  0.0000E+00  0.0000E+00
 61-Pm-146    61146.      0.  0.0000E+00  0.0000E+00
 61-Pm-147    61147.      0.  2.5927E-02  2.5927E-04
 61-Pm-148    61148.      0.  6.8900E-12  4.4096E-12
 61-Pm-148-M  61148.      1.  1.6600E-11  1.0624E-11
 61-Pm-149    61149.      0.  1.6253E-02  3.2506E-04
 61-Pm-150    61150.      0.  3.2900E-08  2.1056E-08
 61-Pm-151    61151.      0.  7.9940E-03  1.5988E-04
 61-Pm-152-N  61152.      2.  1.4200E-06  9.0881E-07
 61-Pm-152    61152.      0.  5.2995E-03  1.0599E-04
 61-Pm-152-M  61152.      1.  1.4200E-06  9.0881E-07
 61-Pm-153    61153.      0.  4.1478E-03  1.6591E-04
 61-Pm-154    61154.      0.  2.1248E-03  5.9495E-05
 61-Pm-154-M  61154.      1.  3.7540E-05  2.4026E-05
 61-Pm-155    61155.      0.  1.4120E-03  6.3541E-04
 61-Pm-156    61156.      0.  7.4824E-04  5.9860E-05
 61-Pm-157    61157.      0.  3.8396E-04  2.4574E-04
 61-Pm-158    61158.      0.  1.4152E-04  9.0573E-05
 61-Pm-159    61159.      0.  4.5370E-05  2.9037E-05
 61-Pm-160    61160.      0.  9.3201E-06  5.9648E-06
 61-Pm-161    61161.      0.  1.3000E-06  8.3201E-07
 61-Pm-162    61162.      0.  9.2201E-08  5.9008E-08
 61-Pm-163    61163.      0.  1.0600E-08  6.7840E-09
 61-Pm-164    61164.      0.  7.5800E-10  4.8512E-10
 61-Pm-165    61165.      0.  3.5400E-11  2.2656E-11
 61-Pm-166    61166.      0.  1.4517E-12  9.2911E-13
 61-Pm-167    61167.      0.  1.1868E-13  7.5953E-14
 61-Pm-168    61168.      0.  2.3972E-16  1.5342E-16
 61-Pm-169    61169.      0.  1.1020E-17  7.0525E-18
 62-Sm-143    62143.      0.  0.0000E+00  0.0000E+00
 62-Sm-143-M  62143.      1.  0.0000E+00  0.0000E+00
 62-Sm-144    62144.      0.  0.0000E+00  0.0000E+00
 62-Sm-145    62145.      0.  0.0000E+00  0.0000E+00
 62-Sm-146    62146.      0.  0.0000E+00  0.0000E+00
 62-Sm-147    62147.      0.  2.5927E-02  1.8149E-04
 62-Sm-148    62148.      0.  2.2700E-11  1.0215E-11
 62-Sm-149    62149.      0.  1.6253E-02  1.6253E-04
 62-Sm-150    62150.      0.  3.2900E-08  2.1056E-08
 62-Sm-151    62151.      0.  7.9940E-03  1.1192E-04
 62-Sm-152    62152.      0.  5.3023E-03  5.3023E-05
 62-Sm-153    62153.      0.  4.1479E-03  8.2958E-05
 62-Sm-154    62154.      0.  2.1628E-03  2.1628E-05
 62-Sm-155    62155.      0.  1.4152E-03  4.5285E-04
 62-Sm-156    62156.      0.  7.6031E-04  3.0413E-05
 62-Sm-157    62157.      0.  4.1356E-04  1.8610E-04
 62-Sm-158    62158.      0.  1.8409E-04  8.2841E-05
 62-Sm-159    62159.      0.  8.3990E-05  3.7796E-05
 62-Sm-160    62160.      0.  3.2200E-05  2.0608E-05
 62-Sm-161    62161.      0.  9.0401E-06  5.7856E-06
 62-Sm-162    62162.      0.  1.7300E-06  1.1072E-06
 62-Sm-163    62163.      0.  4.9700E-07  3.1808E-07
 62-Sm-164    62164.      0.  1.1000E-07  7.0401E-08
 62-Sm-165    62165.      0.  1.4500E-08  9.2801E-09
 62-Sm-166    62166.      0.  1.7500E-09  1.1200E-09
 62-Sm-167    62167.      0.  1.3200E-10  8.4480E-11
 62-Sm-168    62168.      0.  6.3600E-12  4.0704E-12
 62-Sm-169    62169.      0.  2.6974E-13  1.7264E-13
 62-Sm-170    62170.      0.  0.0000E+00  0.0000E+00
 62-Sm-171    62171.      0.  1.5973E-17  1.0223E-17
 62-Sm-172    62172.      0.  3.7973E-18  2.4303E-18
 63-Eu-147    63147.      0.  0.0000E+00  0.0000E+00
 63-Eu-149    63149.      0.  0.0000E+00  0.0000E+00
 63-Eu-151    63151.      0.  7.9940E-03  7.9940E-05
 63-Eu-152-N  63152.      2.  1.4600E-14  9.3441E-15
 63-Eu-152    63152.      0.  2.1900E-14  1.4016E-14
 63-Eu-152-M  63152.      1.  2.1900E-14  1.4016E-14
 63-Eu-153    63153.      0.  4.1479E-03  8.2958E-05
 63-Eu-154-M  63154.      1.  4.1250E-11  2.6400E-11
 63-Eu-154    63154.      0.  8.2500E-11  5.2800E-11
 63-Eu-155    63155.      0.  1.4152E-03  2.2643E-04
 63-Eu-156    63156.      0.  7.6034E-04  1.5207E-05
 63-Eu-157    63157.      0.  4.1375E-04  1.3240E-04
 63-Eu-158    63158.      0.  1.8487E-04  5.9159E-05
 63-Eu-159    63159.      0.  8.6181E-05  2.7578E-05
 63-Eu-160    63160.      0.  3.5390E-05  1.5926E-05
 63-Eu-161    63161.      0.  1.2050E-05  1.3255E-06
 63-Eu-162    63162.      0.  3.2400E-06  2.0736E-06
 63-Eu-163    63163.      0.  1.7200E-06  1.1008E-06
 63-Eu-164    63164.      0.  7.6101E-07  4.8704E-07
 63-Eu-165    63165.      0.  2.7400E-07  1.7536E-07
 63-Eu-166    63166.      0.  8.3401E-08  5.3376E-08
 63-Eu-167    63167.      0.  2.0300E-08  1.2992E-08
 63-Eu-168    63168.      0.  2.7100E-09  1.7344E-09
 63-Eu-169    63169.      0.  2.3600E-10  1.5104E-10
 63-Eu-170    63170.      0.  1.1600E-11  7.4241E-12
 63-Eu-171    63171.      0.  3.0748E-13  1.9679E-13
 63-Eu-172    63172.      0.  6.7444E-14  4.3164E-14
 64-Gd-147    64147.      0.  0.0000E+00  0.0000E+00
 64-Gd-149    64149.      0.  0.0000E+00  0.0000E+00
 64-Gd-151    64151.      0.  0.0000E+00  0.0000E+00
 64-Gd-152    64152.      0.  2.3000E-14  1.4720E-14
 64-Gd-153    64153.      0.  0.0000E+00  0.0000E+00
 64-Gd-154    64154.      0.  8.2500E-11  5.2800E-11
 64-Gd-155    64155.      0.  1.4152E-03  1.5567E-04
 64-Gd-156    64156.      0.  7.6034E-04  1.5207E-05
 64-Gd-157    64157.      0.  4.1375E-04  6.6200E-05
 64-Gd-158    64158.      0.  1.8487E-04  2.9579E-05
 64-Gd-159    64159.      0.  8.6191E-05  1.3790E-05
 64-Gd-160    64160.      0.  3.5440E-05  8.1512E-06
 64-Gd-161    64161.      0.  1.2150E-05  7.2901E-07
 64-Gd-162    64162.      0.  3.4000E-06  1.5300E-06
 64-Gd-163    64163.      0.  2.0400E-06  9.1801E-07
 64-Gd-164    64164.      0.  1.2300E-06  7.8721E-07
 64-Gd-165    64165.      0.  7.1801E-07  4.5952E-07
 64-Gd-166    64166.      0.  4.6600E-07  2.9824E-07
 64-Gd-167    64167.      0.  2.5400E-07  1.6256E-07
 64-Gd-168    64168.      0.  9.5901E-08  6.1376E-08
 64-Gd-169    64169.      0.  2.1700E-08  1.3888E-08
 64-Gd-170    64170.      0.  3.4900E-09  2.2336E-09
 64-Gd-171    64171.      0.  3.4200E-10  2.1888E-10
 64-Gd-172    64172.      0.  8.1301E-11  5.2032E-11
 65-Tb-151    65151.      0.  0.0000E+00  0.0000E+00
 65-Tb-153    65153.      0.  0.0000E+00  0.0000E+00
 65-Tb-155    65155.      0.  0.0000E+00  0.0000E+00
 65-Tb-156    65156.      0.  0.0000E+00  0.0000E+00
 65-Tb-156-M  65156.      1.  0.0000E+00  0.0000E+00
 65-Tb-157    65157.      0.  0.0000E+00  0.0000E+00
 65-Tb-158    65158.      0.  4.8100E-14  3.0784E-14
 65-Tb-158-M  65158.      1.  0.0000E+00  0.0000E+00
 65-Tb-159    65159.      0.  8.6191E-05  1.3790E-05
 65-Tb-160    65160.      0.  1.8900E-11  1.2096E-11
 65-Tb-161    65161.      0.  1.2150E-05  3.4020E-07
 65-Tb-162    65162.      0.  3.3300E-06  1.4985E-06
 65-Tb-162-M  65162.      1.  6.8400E-08  3.0780E-08
 65-Tb-163    65163.      0.  2.0400E-06  9.1801E-07
 65-Tb-164    65164.      0.  1.2500E-06  5.6250E-07
 65-Tb-165    65165.      0.  7.6600E-07  4.9024E-07
 65-Tb-166    65166.      0.  5.6400E-07  3.6096E-07
 65-Tb-167    65167.      0.  4.2300E-07  1.9035E-07
 65-Tb-168    65168.      0.  2.5200E-07  1.6128E-07
 65-Tb-169    65169.      0.  1.2100E-07  7.7440E-08
 65-Tb-170    65170.      0.  4.4000E-08  2.8160E-08
 65-Tb-171    65171.      0.  1.2300E-08  7.8720E-09
 65-Tb-172    65172.      0.  7.6801E-09  4.9152E-09
 66-Dy-155    66155.      0.  0.0000E+00  0.0000E+00
 66-Dy-156    66156.      0.  0.0000E+00  0.0000E+00
 66-Dy-157    66157.      0.  0.0000E+00  0.0000E+00
 66-Dy-158    66158.      0.  0.0000E+00  0.0000E+00
 66-Dy-159    66159.      0.  0.0000E+00  0.0000E+00
 66-Dy-160    66160.      0.  1.8900E-11  1.2096E-11
 66-Dy-161    66161.      0.  1.2150E-05  3.4020E-07
 66-Dy-162    66162.      0.  3.4000E-06  1.0880E-06
 66-Dy-163    66163.      0.  2.0400E-06  6.5280E-07
 66-Dy-164    66164.      0.  1.2500E-06  4.0000E-07
 66-Dy-165    66165.      0.  7.5701E-07  2.4224E-07
 66-Dy-165-M  66165.      1.  3.8300E-07  1.7235E-07
 66-Dy-166    66166.      0.  5.6700E-07  2.5515E-07
 66-Dy-167    66167.      0.  4.3500E-07  1.3920E-07
 66-Dy-168    66168.      0.  2.8300E-07  1.2735E-07
 66-Dy-169    66169.      0.  1.6900E-07  7.6050E-08
 66-Dy-170    66170.      0.  9.8201E-08  6.2848E-08
 66-Dy-171    66171.      0.  4.9500E-08  3.1680E-08
 66-Dy-172    66172.      0.  7.3800E-08  4.7232E-08
 67-Ho-159    67159.      0.  0.0000E+00  0.0000E+00
 67-Ho-159-M  67159.      1.  0.0000E+00  0.0000E+00
 67-Ho-161    67161.      0.  0.0000E+00  0.0000E+00
 67-Ho-161-M  67161.      1.  0.0000E+00  0.0000E+00
 67-Ho-162    67162.      0.  0.0000E+00  0.0000E+00
 67-Ho-162-M  67162.      1.  0.0000E+00  0.0000E+00
 67-Ho-163    67163.      0.  0.0000E+00  0.0000E+00
 67-Ho-163-M  67163.      1.  0.0000E+00  0.0000E+00
